brutal_segment_id,recording,segment_in_recording,segment_filename,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,samples_per_segment
6588,204_2b5_Al_mc_AKGC417L.wav,4,204_2b5_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6589,204_2b5_Al_mc_AKGC417L.wav,5,204_2b5_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6590,204_2b5_Al_mc_AKGC417L.wav,6,204_2b5_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6591,204_2b5_Al_mc_AKGC417L.wav,7,204_2b5_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6592,204_2b5_Al_mc_AKGC417L.wav,8,204_2b5_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6593,204_2b5_Ar_mc_AKGC417L.wav,1,204_2b5_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6594,204_2b5_Ar_mc_AKGC417L.wav,2,204_2b5_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6595,204_2b5_Ar_mc_AKGC417L.wav,3,204_2b5_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6596,204_2b5_Ar_mc_AKGC417L.wav,4,204_2b5_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6597,204_2b5_Ar_mc_AKGC417L.wav,5,204_2b5_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6598,204_2b5_Ar_mc_AKGC417L.wav,6,204_2b5_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6599,204_2b5_Ar_mc_AKGC417L.wav,7,204_2b5_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6600,204_2b5_Ar_mc_AKGC417L.wav,8,204_2b5_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6601,204_2b5_Ll_mc_AKGC417L.wav,1,204_2b5_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6602,204_2b5_Ll_mc_AKGC417L.wav,2,204_2b5_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6603,204_2b5_Ll_mc_AKGC417L.wav,3,204_2b5_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6604,204_2b5_Ll_mc_AKGC417L.wav,4,204_2b5_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6605,204_2b5_Ll_mc_AKGC417L.wav,5,204_2b5_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6606,204_2b5_Ll_mc_AKGC417L.wav,6,204_2b5_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6607,204_2b5_Ll_mc_AKGC417L.wav,7,204_2b5_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6608,204_2b5_Ll_mc_AKGC417L.wav,8,204_2b5_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6609,204_7p5_Al_mc_AKGC417L.wav,1,204_7p5_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6610,204_7p5_Al_mc_AKGC417L.wav,2,204_7p5_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6611,204_7p5_Al_mc_AKGC417L.wav,3,204_7p5_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6612,204_7p5_Al_mc_AKGC417L.wav,4,204_7p5_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6613,204_7p5_Al_mc_AKGC417L.wav,5,204_7p5_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6614,204_7p5_Al_mc_AKGC417L.wav,6,204_7p5_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6615,204_7p5_Al_mc_AKGC417L.wav,7,204_7p5_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6616,204_7p5_Al_mc_AKGC417L.wav,8,204_7p5_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6617,204_7p5_Ar_mc_AKGC417L.wav,1,204_7p5_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6618,204_7p5_Ar_mc_AKGC417L.wav,2,204_7p5_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6619,204_7p5_Ar_mc_AKGC417L.wav,3,204_7p5_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6620,204_7p5_Ar_mc_AKGC417L.wav,4,204_7p5_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6621,204_7p5_Ar_mc_AKGC417L.wav,5,204_7p5_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6622,204_7p5_Ar_mc_AKGC417L.wav,6,204_7p5_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6623,204_7p5_Ar_mc_AKGC417L.wav,7,204_7p5_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6624,204_7p5_Ar_mc_AKGC417L.wav,8,204_7p5_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6625,204_7p5_Ll_mc_AKGC417L.wav,1,204_7p5_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6626,204_7p5_Ll_mc_AKGC417L.wav,2,204_7p5_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6627,204_7p5_Ll_mc_AKGC417L.wav,3,204_7p5_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6628,204_7p5_Ll_mc_AKGC417L.wav,4,204_7p5_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6629,204_7p5_Ll_mc_AKGC417L.wav,5,204_7p5_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6630,204_7p5_Ll_mc_AKGC417L.wav,6,204_7p5_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6631,204_7p5_Ll_mc_AKGC417L.wav,7,204_7p5_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6632,204_7p5_Ll_mc_AKGC417L.wav,8,204_7p5_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6633,204_7p5_Lr_mc_AKGC417L.wav,1,204_7p5_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6634,204_7p5_Lr_mc_AKGC417L.wav,2,204_7p5_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6635,204_7p5_Lr_mc_AKGC417L.wav,3,204_7p5_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6636,204_7p5_Lr_mc_AKGC417L.wav,4,204_7p5_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6637,204_7p5_Lr_mc_AKGC417L.wav,5,204_7p5_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6638,204_7p5_Lr_mc_AKGC417L.wav,6,204_7p5_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6639,204_7p5_Lr_mc_AKGC417L.wav,7,204_7p5_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6640,204_7p5_Lr_mc_AKGC417L.wav,8,204_7p5_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6641,204_7p5_Pr_mc_AKGC417L.wav,1,204_7p5_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6642,204_7p5_Pr_mc_AKGC417L.wav,2,204_7p5_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6643,204_7p5_Pr_mc_AKGC417L.wav,3,204_7p5_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6644,204_7p5_Pr_mc_AKGC417L.wav,4,204_7p5_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6645,204_7p5_Pr_mc_AKGC417L.wav,5,204_7p5_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6646,204_7p5_Pr_mc_AKGC417L.wav,6,204_7p5_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6647,204_7p5_Pr_mc_AKGC417L.wav,7,204_7p5_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6648,204_7p5_Pr_mc_AKGC417L.wav,8,204_7p5_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6649,204_7p5_Tc_mc_AKGC417L.wav,1,204_7p5_Tc_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6650,204_7p5_Tc_mc_AKGC417L.wav,2,204_7p5_Tc_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6651,204_7p5_Tc_mc_AKGC417L.wav,3,204_7p5_Tc_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6652,204_7p5_Tc_mc_AKGC417L.wav,4,204_7p5_Tc_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6653,204_7p5_Tc_mc_AKGC417L.wav,5,204_7p5_Tc_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6654,204_7p5_Tc_mc_AKGC417L.wav,6,204_7p5_Tc_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6655,204_7p5_Tc_mc_AKGC417L.wav,7,204_7p5_Tc_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6656,204_7p5_Tc_mc_AKGC417L.wav,8,204_7p5_Tc_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6657,205_1b3_Al_mc_AKGC417L.wav,1,205_1b3_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6658,205_1b3_Al_mc_AKGC417L.wav,2,205_1b3_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6659,205_1b3_Al_mc_AKGC417L.wav,3,205_1b3_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6660,205_1b3_Al_mc_AKGC417L.wav,4,205_1b3_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6661,205_1b3_Al_mc_AKGC417L.wav,5,205_1b3_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6662,205_1b3_Al_mc_AKGC417L.wav,6,205_1b3_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6663,205_1b3_Al_mc_AKGC417L.wav,7,205_1b3_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6664,205_1b3_Al_mc_AKGC417L.wav,8,205_1b3_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6665,205_1b3_Ar_mc_AKGC417L.wav,1,205_1b3_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6666,205_1b3_Ar_mc_AKGC417L.wav,2,205_1b3_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6667,205_1b3_Ar_mc_AKGC417L.wav,3,205_1b3_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6668,205_1b3_Ar_mc_AKGC417L.wav,4,205_1b3_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6669,205_1b3_Ar_mc_AKGC417L.wav,5,205_1b3_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6670,205_1b3_Ar_mc_AKGC417L.wav,6,205_1b3_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6671,205_1b3_Ar_mc_AKGC417L.wav,7,205_1b3_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6672,205_1b3_Ar_mc_AKGC417L.wav,8,205_1b3_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6673,205_1b3_Ll_mc_AKGC417L.wav,1,205_1b3_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6674,205_1b3_Ll_mc_AKGC417L.wav,2,205_1b3_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6675,205_1b3_Ll_mc_AKGC417L.wav,3,205_1b3_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6676,205_1b3_Ll_mc_AKGC417L.wav,4,205_1b3_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6677,205_1b3_Ll_mc_AKGC417L.wav,5,205_1b3_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6678,205_1b3_Ll_mc_AKGC417L.wav,6,205_1b3_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6679,205_1b3_Ll_mc_AKGC417L.wav,7,205_1b3_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6680,205_1b3_Ll_mc_AKGC417L.wav,8,205_1b3_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6681,205_1b3_Lr_mc_AKGC417L.wav,1,205_1b3_Lr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6682,205_1b3_Lr_mc_AKGC417L.wav,2,205_1b3_Lr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6683,205_1b3_Lr_mc_AKGC417L.wav,3,205_1b3_Lr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6684,205_1b3_Lr_mc_AKGC417L.wav,4,205_1b3_Lr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6685,205_1b3_Lr_mc_AKGC417L.wav,5,205_1b3_Lr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6686,205_1b3_Lr_mc_AKGC417L.wav,6,205_1b3_Lr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6687,205_1b3_Lr_mc_AKGC417L.wav,7,205_1b3_Lr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6688,205_1b3_Lr_mc_AKGC417L.wav,8,205_1b3_Lr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6689,205_1b3_Pl_mc_AKGC417L.wav,1,205_1b3_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6690,205_1b3_Pl_mc_AKGC417L.wav,2,205_1b3_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6691,205_1b3_Pl_mc_AKGC417L.wav,3,205_1b3_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6692,205_1b3_Pl_mc_AKGC417L.wav,4,205_1b3_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6693,205_1b3_Pl_mc_AKGC417L.wav,5,205_1b3_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6694,205_1b3_Pl_mc_AKGC417L.wav,6,205_1b3_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6695,205_1b3_Pl_mc_AKGC417L.wav,7,205_1b3_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6696,205_1b3_Pl_mc_AKGC417L.wav,8,205_1b3_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6697,205_1b3_Pr_mc_AKGC417L.wav,1,205_1b3_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6698,205_1b3_Pr_mc_AKGC417L.wav,2,205_1b3_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6699,205_1b3_Pr_mc_AKGC417L.wav,3,205_1b3_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6700,205_1b3_Pr_mc_AKGC417L.wav,4,205_1b3_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6701,205_1b3_Pr_mc_AKGC417L.wav,5,205_1b3_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6702,205_1b3_Pr_mc_AKGC417L.wav,6,205_1b3_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6703,205_1b3_Pr_mc_AKGC417L.wav,7,205_1b3_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6704,205_1b3_Pr_mc_AKGC417L.wav,8,205_1b3_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6705,205_2b2_Pr_mc_AKGC417L.wav,1,205_2b2_Pr_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6706,205_2b2_Pr_mc_AKGC417L.wav,2,205_2b2_Pr_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6707,205_2b2_Pr_mc_AKGC417L.wav,3,205_2b2_Pr_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6708,205_2b2_Pr_mc_AKGC417L.wav,4,205_2b2_Pr_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6709,205_2b2_Pr_mc_AKGC417L.wav,5,205_2b2_Pr_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6710,205_2b2_Pr_mc_AKGC417L.wav,6,205_2b2_Pr_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6711,205_2b2_Pr_mc_AKGC417L.wav,7,205_2b2_Pr_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6712,205_2b2_Pr_mc_AKGC417L.wav,8,205_2b2_Pr_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6713,205_2b3_Al_mc_AKGC417L.wav,1,205_2b3_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6714,205_2b3_Al_mc_AKGC417L.wav,2,205_2b3_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6715,205_2b3_Al_mc_AKGC417L.wav,3,205_2b3_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6716,205_2b3_Al_mc_AKGC417L.wav,4,205_2b3_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6717,205_2b3_Al_mc_AKGC417L.wav,5,205_2b3_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6718,205_2b3_Al_mc_AKGC417L.wav,6,205_2b3_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6719,205_2b3_Al_mc_AKGC417L.wav,7,205_2b3_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6720,205_2b3_Al_mc_AKGC417L.wav,8,205_2b3_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6721,205_2b3_Ar_mc_AKGC417L.wav,1,205_2b3_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6722,205_2b3_Ar_mc_AKGC417L.wav,2,205_2b3_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6723,205_2b3_Ar_mc_AKGC417L.wav,3,205_2b3_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6724,205_2b3_Ar_mc_AKGC417L.wav,4,205_2b3_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6725,205_2b3_Ar_mc_AKGC417L.wav,5,205_2b3_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6726,205_2b3_Ar_mc_AKGC417L.wav,6,205_2b3_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6727,205_2b3_Ar_mc_AKGC417L.wav,7,205_2b3_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6728,205_2b3_Ar_mc_AKGC417L.wav,8,205_2b3_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6729,205_2b3_Ll_mc_AKGC417L.wav,1,205_2b3_Ll_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6730,205_2b3_Ll_mc_AKGC417L.wav,2,205_2b3_Ll_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6731,205_2b3_Ll_mc_AKGC417L.wav,3,205_2b3_Ll_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6732,205_2b3_Ll_mc_AKGC417L.wav,4,205_2b3_Ll_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6733,205_2b3_Ll_mc_AKGC417L.wav,5,205_2b3_Ll_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6734,205_2b3_Ll_mc_AKGC417L.wav,6,205_2b3_Ll_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6735,205_2b3_Ll_mc_AKGC417L.wav,7,205_2b3_Ll_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6736,205_2b3_Ll_mc_AKGC417L.wav,8,205_2b3_Ll_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6737,205_2b4_Pl_mc_AKGC417L.wav,1,205_2b4_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6738,205_2b4_Pl_mc_AKGC417L.wav,2,205_2b4_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6739,205_2b4_Pl_mc_AKGC417L.wav,3,205_2b4_Pl_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6740,205_2b4_Pl_mc_AKGC417L.wav,4,205_2b4_Pl_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6741,205_2b4_Pl_mc_AKGC417L.wav,5,205_2b4_Pl_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6742,205_2b4_Pl_mc_AKGC417L.wav,6,205_2b4_Pl_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6743,205_2b4_Pl_mc_AKGC417L.wav,7,205_2b4_Pl_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6744,205_2b4_Pl_mc_AKGC417L.wav,8,205_2b4_Pl_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6745,205_3b4_Al_mc_AKGC417L.wav,1,205_3b4_Al_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6746,205_3b4_Al_mc_AKGC417L.wav,2,205_3b4_Al_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6747,205_3b4_Al_mc_AKGC417L.wav,3,205_3b4_Al_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6748,205_3b4_Al_mc_AKGC417L.wav,4,205_3b4_Al_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6749,205_3b4_Al_mc_AKGC417L.wav,5,205_3b4_Al_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6750,205_3b4_Al_mc_AKGC417L.wav,6,205_3b4_Al_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6751,205_3b4_Al_mc_AKGC417L.wav,7,205_3b4_Al_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6752,205_3b4_Al_mc_AKGC417L.wav,8,205_3b4_Al_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6753,205_3b4_Ar_mc_AKGC417L.wav,1,205_3b4_Ar_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6754,205_3b4_Ar_mc_AKGC417L.wav,2,205_3b4_Ar_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
6755,205_3b4_Ar_mc_AKGC417L.wav,3,205_3b4_Ar_mc_AKGC417L_seg_3.wav,220500,330750,5.0,7.5,2.5,44100,110250
6756,205_3b4_Ar_mc_AKGC417L.wav,4,205_3b4_Ar_mc_AKGC417L_seg_4.wav,330750,441000,7.5,10.0,2.5,44100,110250
6757,205_3b4_Ar_mc_AKGC417L.wav,5,205_3b4_Ar_mc_AKGC417L_seg_5.wav,441000,551250,10.0,12.5,2.5,44100,110250
6758,205_3b4_Ar_mc_AKGC417L.wav,6,205_3b4_Ar_mc_AKGC417L_seg_6.wav,551250,661500,12.5,15.0,2.5,44100,110250
6759,205_3b4_Ar_mc_AKGC417L.wav,7,205_3b4_Ar_mc_AKGC417L_seg_7.wav,661500,771750,15.0,17.5,2.5,44100,110250
6760,205_3b4_Ar_mc_AKGC417L.wav,8,205_3b4_Ar_mc_AKGC417L_seg_8.wav,771750,882000,17.5,20.0,2.5,44100,110250
6761,205_3b4_Pl_mc_AKGC417L.wav,1,205_3b4_Pl_mc_AKGC417L_seg_1.wav,0,110250,0.0,2.5,2.5,44100,110250
6762,205_3b4_Pl_mc_AKGC417L.wav,2,205_3b4_Pl_mc_AKGC417L_seg_2.wav,110250,220500,2.5,5.0,2.5,44100,110250
