cycle_id,recording,cycle_in_recording,cycle_filename,peak_frame,peak_time_s,start_sample,end_sample_excl,start_s,end_s,duration_s,sample_rate,frame_ms,hop_ms,centroid_threshold,peak_centroid_value
10969,207_2b2_Tc_mc_AKGC417L.wav,5,207_2b2_Tc_mc_AKGC417L_cycle_5.wav,719,7.19,281799,392049,6.39,8.89,2.5,44100,25.0,10.0,995.26,3282.38
10970,207_2b2_Tc_mc_AKGC417L.wav,6,207_2b2_Tc_mc_AKGC417L_cycle_6.wav,918,9.18,369558,479808,8.38,10.88,2.5,44100,25.0,10.0,995.26,2053.6
10971,207_2b2_Tc_mc_AKGC417L.wav,7,207_2b2_Tc_mc_AKGC417L_cycle_7.wav,1060,10.6,432180,542430,9.8,12.3,2.5,44100,25.0,10.0,995.26,3310.71
10972,207_2b2_Tc_mc_AKGC417L.wav,8,207_2b2_Tc_mc_AKGC417L_cycle_8.wav,1263,12.63,521703,631953,11.83,14.33,2.5,44100,25.0,10.0,995.26,1593.67
10973,207_2b2_Tc_mc_AKGC417L.wav,9,207_2b2_Tc_mc_AKGC417L_cycle_9.wav,1410,14.1,586530,696780,13.3,15.8,2.5,44100,25.0,10.0,995.26,3839.42
10974,207_2b2_Tc_mc_AKGC417L.wav,10,207_2b2_Tc_mc_AKGC417L_cycle_10.wav,1607,16.07,673407,783657,15.27,17.77,2.5,44100,25.0,10.0,995.26,1379.9
10975,207_2b2_Tc_mc_AKGC417L.wav,11,207_2b2_Tc_mc_AKGC417L_cycle_11.wav,1739,17.39,731619,841869,16.59,19.09,2.5,44100,25.0,10.0,995.26,2882.02
10976,207_2b3_Al_mc_AKGC417L.wav,1,207_2b3_Al_mc_AKGC417L_cycle_1.wav,243,2.43,71883,182133,1.63,4.13,2.5,44100,25.0,10.0,1239.36,2987.43
10977,207_2b3_Al_mc_AKGC417L.wav,2,207_2b3_Al_mc_AKGC417L_cycle_2.wav,423,4.23,151263,261513,3.43,5.93,2.5,44100,25.0,10.0,1239.36,4344.63
10978,207_2b3_Al_mc_AKGC417L.wav,3,207_2b3_Al_mc_AKGC417L_cycle_3.wav,561,5.61,212121,322371,4.81,7.31,2.5,44100,25.0,10.0,1239.36,2849.48
10979,207_2b3_Al_mc_AKGC417L.wav,4,207_2b3_Al_mc_AKGC417L_cycle_4.wav,753,7.53,296793,407043,6.73,9.23,2.5,44100,25.0,10.0,1239.36,3726.43
10980,207_2b3_Al_mc_AKGC417L.wav,5,207_2b3_Al_mc_AKGC417L_cycle_5.wav,955,9.55,385875,496125,8.75,11.25,2.5,44100,25.0,10.0,1239.36,2951.83
10981,207_2b3_Al_mc_AKGC417L.wav,6,207_2b3_Al_mc_AKGC417L_cycle_6.wav,1097,10.97,448497,558747,10.17,12.67,2.5,44100,25.0,10.0,1239.36,3328.25
10982,207_2b3_Al_mc_AKGC417L.wav,7,207_2b3_Al_mc_AKGC417L_cycle_7.wav,1226,12.26,505386,615636,11.46,13.96,2.5,44100,25.0,10.0,1239.36,1543.18
10983,207_2b3_Al_mc_AKGC417L.wav,8,207_2b3_Al_mc_AKGC417L_cycle_8.wav,1336,13.36,553896,664146,12.56,15.06,2.5,44100,25.0,10.0,1239.36,2398.4
10984,207_2b3_Al_mc_AKGC417L.wav,9,207_2b3_Al_mc_AKGC417L_cycle_9.wav,1436,14.36,597996,708246,13.56,16.06,2.5,44100,25.0,10.0,1239.36,2123.11
10985,207_2b3_Al_mc_AKGC417L.wav,10,207_2b3_Al_mc_AKGC417L_cycle_10.wav,1631,16.31,683991,794241,15.51,18.01,2.5,44100,25.0,10.0,1239.36,2735.79
10986,207_2b3_Al_mc_AKGC417L.wav,11,207_2b3_Al_mc_AKGC417L_cycle_11.wav,1760,17.6,740880,851130,16.8,19.3,2.5,44100,25.0,10.0,1239.36,3466.85
10987,207_2b3_Ar_mc_AKGC417L.wav,1,207_2b3_Ar_mc_AKGC417L_cycle_1.wav,232,2.32,67032,177282,1.52,4.02,2.5,44100,25.0,10.0,859.95,3692.56
10988,207_2b3_Ar_mc_AKGC417L.wav,2,207_2b3_Ar_mc_AKGC417L_cycle_2.wav,425,4.25,152145,262395,3.45,5.95,2.5,44100,25.0,10.0,859.95,2709.79
10989,207_2b3_Ar_mc_AKGC417L.wav,3,207_2b3_Ar_mc_AKGC417L_cycle_3.wav,571,5.71,216531,326781,4.91,7.41,2.5,44100,25.0,10.0,859.95,2755.59
10990,207_2b3_Ar_mc_AKGC417L.wav,4,207_2b3_Ar_mc_AKGC417L_cycle_4.wav,763,7.63,301203,411453,6.83,9.33,2.5,44100,25.0,10.0,859.95,2931.33
10991,207_2b3_Ar_mc_AKGC417L.wav,5,207_2b3_Ar_mc_AKGC417L_cycle_5.wav,951,9.51,384111,494361,8.71,11.21,2.5,44100,25.0,10.0,859.95,2120.16
10992,207_2b3_Ar_mc_AKGC417L.wav,6,207_2b3_Ar_mc_AKGC417L_cycle_6.wav,1115,11.15,456435,566685,10.35,12.85,2.5,44100,25.0,10.0,859.95,2999.28
10993,207_2b3_Ar_mc_AKGC417L.wav,7,207_2b3_Ar_mc_AKGC417L_cycle_7.wav,1299,12.99,537579,647829,12.19,14.69,2.5,44100,25.0,10.0,859.95,2265.12
10994,207_2b3_Ar_mc_AKGC417L.wav,8,207_2b3_Ar_mc_AKGC417L_cycle_8.wav,1421,14.21,591381,701631,13.41,15.91,2.5,44100,25.0,10.0,859.95,1825.69
10995,207_2b3_Ar_mc_AKGC417L.wav,9,207_2b3_Ar_mc_AKGC417L_cycle_9.wav,1592,15.92,666792,777042,15.12,17.62,2.5,44100,25.0,10.0,859.95,2257.84
10996,207_2b3_Ar_mc_AKGC417L.wav,10,207_2b3_Ar_mc_AKGC417L_cycle_10.wav,1779,17.79,749259,859509,16.99,19.49,2.5,44100,25.0,10.0,859.95,1555.13
10997,207_2b3_Pl_mc_AKGC417L.wav,1,207_2b3_Pl_mc_AKGC417L_cycle_1.wav,111,1.11,13671,123921,0.31,2.81,2.5,44100,25.0,10.0,1415.53,1674.12
10998,207_2b3_Pl_mc_AKGC417L.wav,2,207_2b3_Pl_mc_AKGC417L_cycle_2.wav,233,2.33,67473,177723,1.53,4.03,2.5,44100,25.0,10.0,1415.53,2160.2
10999,207_2b3_Pl_mc_AKGC417L.wav,3,207_2b3_Pl_mc_AKGC417L_cycle_3.wav,413,4.13,146853,257103,3.33,5.83,2.5,44100,25.0,10.0,1415.53,3187.25
11000,207_2b3_Pl_mc_AKGC417L.wav,4,207_2b3_Pl_mc_AKGC417L_cycle_4.wav,552,5.52,208152,318402,4.72,7.22,2.5,44100,25.0,10.0,1415.53,2417.4
11001,207_2b3_Pl_mc_AKGC417L.wav,5,207_2b3_Pl_mc_AKGC417L_cycle_5.wav,666,6.66,258426,368676,5.86,8.36,2.5,44100,25.0,10.0,1415.53,1619.65
11002,207_2b3_Pl_mc_AKGC417L.wav,6,207_2b3_Pl_mc_AKGC417L_cycle_6.wav,766,7.66,302526,412776,6.86,9.36,2.5,44100,25.0,10.0,1415.53,5084.8
11003,207_2b3_Pl_mc_AKGC417L.wav,7,207_2b3_Pl_mc_AKGC417L_cycle_7.wav,872,8.72,349272,459522,7.92,10.42,2.5,44100,25.0,10.0,1415.53,1727.77
11004,207_2b3_Pl_mc_AKGC417L.wav,8,207_2b3_Pl_mc_AKGC417L_cycle_8.wav,997,9.97,404397,514647,9.17,11.67,2.5,44100,25.0,10.0,1415.53,2532.19
11005,207_2b3_Pl_mc_AKGC417L.wav,9,207_2b3_Pl_mc_AKGC417L_cycle_9.wav,1111,11.11,454671,564921,10.31,12.81,2.5,44100,25.0,10.0,1415.53,3499.18
11006,207_2b3_Pl_mc_AKGC417L.wav,10,207_2b3_Pl_mc_AKGC417L_cycle_10.wav,1309,13.09,541989,652239,12.29,14.79,2.5,44100,25.0,10.0,1415.53,2288.41
11007,207_2b3_Pl_mc_AKGC417L.wav,11,207_2b3_Pl_mc_AKGC417L_cycle_11.wav,1433,14.33,596673,706923,13.53,16.03,2.5,44100,25.0,10.0,1415.53,3638.91
11008,207_2b3_Pl_mc_AKGC417L.wav,12,207_2b3_Pl_mc_AKGC417L_cycle_12.wav,1624,16.24,680904,791154,15.44,17.94,2.5,44100,25.0,10.0,1415.53,2776.35
11009,207_2b3_Pl_mc_AKGC417L.wav,13,207_2b3_Pl_mc_AKGC417L_cycle_13.wav,1808,18.08,762048,872298,17.28,19.78,2.5,44100,25.0,10.0,1415.53,3566.43
11010,207_2b3_Pr_mc_AKGC417L.wav,1,207_2b3_Pr_mc_AKGC417L_cycle_1.wav,156,1.56,33516,143766,0.76,3.26,2.5,44100,25.0,10.0,2202.7,2227.49
11011,207_2b3_Pr_mc_AKGC417L.wav,2,207_2b3_Pr_mc_AKGC417L_cycle_2.wav,287,2.87,91287,201537,2.07,4.57,2.5,44100,25.0,10.0,2202.7,3496.94
11012,207_2b3_Pr_mc_AKGC417L.wav,3,207_2b3_Pr_mc_AKGC417L_cycle_3.wav,390,3.9,136710,246960,3.1,5.6,2.5,44100,25.0,10.0,2202.7,4628.96
11013,207_2b3_Pr_mc_AKGC417L.wav,4,207_2b3_Pr_mc_AKGC417L_cycle_4.wav,560,5.6,211680,321930,4.8,7.3,2.5,44100,25.0,10.0,2202.7,4033.38
11014,207_2b3_Pr_mc_AKGC417L.wav,5,207_2b3_Pr_mc_AKGC417L_cycle_5.wav,756,7.56,298116,408366,6.76,9.26,2.5,44100,25.0,10.0,2202.7,4118.78
11015,207_2b3_Pr_mc_AKGC417L.wav,6,207_2b3_Pr_mc_AKGC417L_cycle_6.wav,950,9.5,383670,493920,8.7,11.2,2.5,44100,25.0,10.0,2202.7,4396.58
11016,207_2b3_Pr_mc_AKGC417L.wav,7,207_2b3_Pr_mc_AKGC417L_cycle_7.wav,1073,10.73,437913,548163,9.93,12.43,2.5,44100,25.0,10.0,2202.7,4439.86
11017,207_2b3_Pr_mc_AKGC417L.wav,8,207_2b3_Pr_mc_AKGC417L_cycle_8.wav,1266,12.66,523026,633276,11.86,14.36,2.5,44100,25.0,10.0,2202.7,3626.3
11018,207_2b3_Pr_mc_AKGC417L.wav,9,207_2b3_Pr_mc_AKGC417L_cycle_9.wav,1466,14.66,611226,721476,13.86,16.36,2.5,44100,25.0,10.0,2202.7,4044.83
11019,207_2b3_Pr_mc_AKGC417L.wav,10,207_2b3_Pr_mc_AKGC417L_cycle_10.wav,1603,16.03,671643,781893,15.23,17.73,2.5,44100,25.0,10.0,2202.7,4341.63
11020,207_2b3_Pr_mc_AKGC417L.wav,11,207_2b3_Pr_mc_AKGC417L_cycle_11.wav,1792,17.92,754992,865242,17.12,19.62,2.5,44100,25.0,10.0,2202.7,4998.94
11021,207_2b3_Tc_mc_AKGC417L.wav,1,207_2b3_Tc_mc_AKGC417L_cycle_1.wav,325,3.25,108045,218295,2.45,4.95,2.5,44100,25.0,10.0,2289.33,2679.41
11022,207_2b3_Tc_mc_AKGC417L.wav,2,207_2b3_Tc_mc_AKGC417L_cycle_2.wav,425,4.25,152145,262395,3.45,5.95,2.5,44100,25.0,10.0,2289.33,5431.85
11023,207_2b3_Tc_mc_AKGC417L.wav,3,207_2b3_Tc_mc_AKGC417L_cycle_3.wav,553,5.53,208593,318843,4.73,7.23,2.5,44100,25.0,10.0,2289.33,2356.82
11024,207_2b3_Tc_mc_AKGC417L.wav,4,207_2b3_Tc_mc_AKGC417L_cycle_4.wav,662,6.62,256662,366912,5.82,8.32,2.5,44100,25.0,10.0,2289.33,2645.91
11025,207_2b3_Tc_mc_AKGC417L.wav,5,207_2b3_Tc_mc_AKGC417L_cycle_5.wav,770,7.7,304290,414540,6.9,9.4,2.5,44100,25.0,10.0,2289.33,4379.76
11026,207_2b3_Tc_mc_AKGC417L.wav,6,207_2b3_Tc_mc_AKGC417L_cycle_6.wav,1076,10.76,439236,549486,9.96,12.46,2.5,44100,25.0,10.0,2289.33,4501.21
11027,207_2b3_Tc_mc_AKGC417L.wav,7,207_2b3_Tc_mc_AKGC417L_cycle_7.wav,1438,14.38,598878,709128,13.58,16.08,2.5,44100,25.0,10.0,2289.33,5305.02
11028,207_2b3_Tc_mc_AKGC417L.wav,8,207_2b3_Tc_mc_AKGC417L_cycle_8.wav,1626,16.26,681786,792036,15.46,17.96,2.5,44100,25.0,10.0,2289.33,2418.74
11029,207_2b3_Tc_mc_AKGC417L.wav,9,207_2b3_Tc_mc_AKGC417L_cycle_9.wav,1790,17.9,754110,864360,17.1,19.6,2.5,44100,25.0,10.0,2289.33,4421.32
11030,207_2b4_Al_mc_AKGC417L.wav,1,207_2b4_Al_mc_AKGC417L_cycle_1.wav,114,1.14,14994,125244,0.34,2.84,2.5,44100,25.0,10.0,1397.41,3537.59
11031,207_2b4_Al_mc_AKGC417L.wav,2,207_2b4_Al_mc_AKGC417L_cycle_2.wav,296,2.96,95256,205506,2.16,4.66,2.5,44100,25.0,10.0,1397.41,3857.52
11032,207_2b4_Al_mc_AKGC417L.wav,3,207_2b4_Al_mc_AKGC417L_cycle_3.wav,402,4.02,142002,252252,3.22,5.72,2.5,44100,25.0,10.0,1397.41,4061.85
11033,207_2b4_Al_mc_AKGC417L.wav,4,207_2b4_Al_mc_AKGC417L_cycle_4.wav,546,5.46,205506,315756,4.66,7.16,2.5,44100,25.0,10.0,1397.41,1837.01
11034,207_2b4_Al_mc_AKGC417L.wav,5,207_2b4_Al_mc_AKGC417L_cycle_5.wav,670,6.7,260190,370440,5.9,8.4,2.5,44100,25.0,10.0,1397.41,3098.76
11035,207_2b4_Al_mc_AKGC417L.wav,6,207_2b4_Al_mc_AKGC417L_cycle_6.wav,799,7.99,317079,427329,7.19,9.69,2.5,44100,25.0,10.0,1397.41,3204.07
11036,207_2b4_Al_mc_AKGC417L.wav,7,207_2b4_Al_mc_AKGC417L_cycle_7.wav,941,9.41,379701,489951,8.61,11.11,2.5,44100,25.0,10.0,1397.41,2245.67
11037,207_2b4_Al_mc_AKGC417L.wav,8,207_2b4_Al_mc_AKGC417L_cycle_8.wav,1089,10.89,444969,555219,10.09,12.59,2.5,44100,25.0,10.0,1397.41,3014.84
11038,207_2b4_Al_mc_AKGC417L.wav,9,207_2b4_Al_mc_AKGC417L_cycle_9.wav,1196,11.96,492156,602406,11.16,13.66,2.5,44100,25.0,10.0,1397.41,2520.96
11039,207_2b4_Al_mc_AKGC417L.wav,10,207_2b4_Al_mc_AKGC417L_cycle_10.wav,1423,14.23,592263,702513,13.43,15.93,2.5,44100,25.0,10.0,1397.41,3546.86
11040,207_2b4_Al_mc_AKGC417L.wav,11,207_2b4_Al_mc_AKGC417L_cycle_11.wav,1544,15.44,645624,755874,14.64,17.14,2.5,44100,25.0,10.0,1397.41,2500.94
11041,207_2b4_Al_mc_AKGC417L.wav,12,207_2b4_Al_mc_AKGC417L_cycle_12.wav,1644,16.44,689724,799974,15.64,18.14,2.5,44100,25.0,10.0,1397.41,3422.35
11042,207_2b4_Ar_mc_AKGC417L.wav,1,207_2b4_Ar_mc_AKGC417L_cycle_1.wav,116,1.16,15876,126126,0.36,2.86,2.5,44100,25.0,10.0,1142.0,2458.76
11043,207_2b4_Ar_mc_AKGC417L.wav,2,207_2b4_Ar_mc_AKGC417L_cycle_2.wav,319,3.19,105399,215649,2.39,4.89,2.5,44100,25.0,10.0,1142.0,3010.18
11044,207_2b4_Ar_mc_AKGC417L.wav,3,207_2b4_Ar_mc_AKGC417L_cycle_3.wav,426,4.26,152586,262836,3.46,5.96,2.5,44100,25.0,10.0,1142.0,2905.69
11045,207_2b4_Ar_mc_AKGC417L.wav,4,207_2b4_Ar_mc_AKGC417L_cycle_4.wav,561,5.61,212121,322371,4.81,7.31,2.5,44100,25.0,10.0,1142.0,1250.23
11046,207_2b4_Ar_mc_AKGC417L.wav,5,207_2b4_Ar_mc_AKGC417L_cycle_5.wav,669,6.69,259749,369999,5.89,8.39,2.5,44100,25.0,10.0,1142.0,2548.75
11047,207_2b4_Ar_mc_AKGC417L.wav,6,207_2b4_Ar_mc_AKGC417L_cycle_6.wav,798,7.98,316638,426888,7.18,9.68,2.5,44100,25.0,10.0,1142.0,3281.88
11048,207_2b4_Ar_mc_AKGC417L.wav,7,207_2b4_Ar_mc_AKGC417L_cycle_7.wav,956,9.56,386316,496566,8.76,11.26,2.5,44100,25.0,10.0,1142.0,1671.21
11049,207_2b4_Ar_mc_AKGC417L.wav,8,207_2b4_Ar_mc_AKGC417L_cycle_8.wav,1079,10.79,440559,550809,9.99,12.49,2.5,44100,25.0,10.0,1142.0,2757.84
11050,207_2b4_Ar_mc_AKGC417L.wav,9,207_2b4_Ar_mc_AKGC417L_cycle_9.wav,1242,12.42,512442,622692,11.62,14.12,2.5,44100,25.0,10.0,1142.0,2956.5
11051,207_2b4_Ar_mc_AKGC417L.wav,10,207_2b4_Ar_mc_AKGC417L_cycle_10.wav,1414,14.14,588294,698544,13.34,15.84,2.5,44100,25.0,10.0,1142.0,2011.91
11052,207_2b4_Ar_mc_AKGC417L.wav,11,207_2b4_Ar_mc_AKGC417L_cycle_11.wav,1546,15.46,646506,756756,14.66,17.16,2.5,44100,25.0,10.0,1142.0,1813.7
11053,207_2b4_Ar_mc_AKGC417L.wav,12,207_2b4_Ar_mc_AKGC417L_cycle_12.wav,1651,16.51,692811,803061,15.71,18.21,2.5,44100,25.0,10.0,1142.0,3362.62
11054,207_2b4_Ar_mc_AKGC417L.wav,13,207_2b4_Ar_mc_AKGC417L_cycle_13.wav,1768,17.68,744408,854658,16.88,19.38,2.5,44100,25.0,10.0,1142.0,2207.2
11055,207_2b4_Pl_mc_AKGC417L.wav,1,207_2b4_Pl_mc_AKGC417L_cycle_1.wav,123,1.23,18963,129213,0.43,2.93,2.5,44100,25.0,10.0,1670.15,4098.37
11056,207_2b4_Pl_mc_AKGC417L.wav,2,207_2b4_Pl_mc_AKGC417L_cycle_2.wav,227,2.27,64827,175077,1.47,3.97,2.5,44100,25.0,10.0,1670.15,1903.76
11057,207_2b4_Pl_mc_AKGC417L.wav,3,207_2b4_Pl_mc_AKGC417L_cycle_3.wav,328,3.28,109368,219618,2.48,4.98,2.5,44100,25.0,10.0,1670.15,3478.55
11058,207_2b4_Pl_mc_AKGC417L.wav,4,207_2b4_Pl_mc_AKGC417L_cycle_4.wav,430,4.3,154350,264600,3.5,6.0,2.5,44100,25.0,10.0,1670.15,3166.73
11059,207_2b4_Pl_mc_AKGC417L.wav,5,207_2b4_Pl_mc_AKGC417L_cycle_5.wav,574,5.74,217854,328104,4.94,7.44,2.5,44100,25.0,10.0,1670.15,1789.7
11060,207_2b4_Pl_mc_AKGC417L.wav,6,207_2b4_Pl_mc_AKGC417L_cycle_6.wav,689,6.89,268569,378819,6.09,8.59,2.5,44100,25.0,10.0,1670.15,2982.35
11061,207_2b4_Pl_mc_AKGC417L.wav,7,207_2b4_Pl_mc_AKGC417L_cycle_7.wav,847,8.47,338247,448497,7.67,10.17,2.5,44100,25.0,10.0,1670.15,4732.17
11062,207_2b4_Pl_mc_AKGC417L.wav,8,207_2b4_Pl_mc_AKGC417L_cycle_8.wav,961,9.61,388521,498771,8.81,11.31,2.5,44100,25.0,10.0,1670.15,2345.24
11063,207_2b4_Pl_mc_AKGC417L.wav,9,207_2b4_Pl_mc_AKGC417L_cycle_9.wav,1070,10.7,436590,546840,9.9,12.4,2.5,44100,25.0,10.0,1670.15,3297.06
11064,207_2b4_Pl_mc_AKGC417L.wav,10,207_2b4_Pl_mc_AKGC417L_cycle_10.wav,1221,12.21,503181,613431,11.41,13.91,2.5,44100,25.0,10.0,1670.15,3580.08
11065,207_2b4_Pl_mc_AKGC417L.wav,11,207_2b4_Pl_mc_AKGC417L_cycle_11.wav,1350,13.5,560070,670320,12.7,15.2,2.5,44100,25.0,10.0,1670.15,2384.47
11066,207_2b4_Pl_mc_AKGC417L.wav,12,207_2b4_Pl_mc_AKGC417L_cycle_12.wav,1489,14.89,621369,731619,14.09,16.59,2.5,44100,25.0,10.0,1670.15,2841.31
11067,207_2b4_Pl_mc_AKGC417L.wav,13,207_2b4_Pl_mc_AKGC417L_cycle_13.wav,1628,16.28,682668,792918,15.48,17.98,2.5,44100,25.0,10.0,1670.15,3963.68
11068,207_2b4_Pl_mc_AKGC417L.wav,14,207_2b4_Pl_mc_AKGC417L_cycle_14.wav,1740,17.4,732060,842310,16.6,19.1,2.5,44100,25.0,10.0,1670.15,2497.75
11069,207_2b4_Pr_mc_AKGC417L.wav,1,207_2b4_Pr_mc_AKGC417L_cycle_1.wav,107,1.07,11907,122157,0.27,2.77,2.5,44100,25.0,10.0,2642.13,4528.62
11070,207_2b4_Pr_mc_AKGC417L.wav,2,207_2b4_Pr_mc_AKGC417L_cycle_2.wav,263,2.63,80703,190953,1.83,4.33,2.5,44100,25.0,10.0,2642.13,3748.51
11071,207_2b4_Pr_mc_AKGC417L.wav,3,207_2b4_Pr_mc_AKGC417L_cycle_3.wav,390,3.9,136710,246960,3.1,5.6,2.5,44100,25.0,10.0,2642.13,5001.29
11072,207_2b4_Pr_mc_AKGC417L.wav,4,207_2b4_Pr_mc_AKGC417L_cycle_4.wav,613,6.13,235053,345303,5.33,7.83,2.5,44100,25.0,10.0,2642.13,4963.29
11073,207_2b4_Pr_mc_AKGC417L.wav,5,207_2b4_Pr_mc_AKGC417L_cycle_5.wav,780,7.8,308700,418950,7.0,9.5,2.5,44100,25.0,10.0,2642.13,4495.94
11074,207_2b4_Pr_mc_AKGC417L.wav,6,207_2b4_Pr_mc_AKGC417L_cycle_6.wav,952,9.52,384552,494802,8.72,11.22,2.5,44100,25.0,10.0,2642.13,3764.52
11075,207_2b4_Pr_mc_AKGC417L.wav,7,207_2b4_Pr_mc_AKGC417L_cycle_7.wav,1055,10.55,429975,540225,9.75,12.25,2.5,44100,25.0,10.0,2642.13,4790.57
11076,207_2b4_Pr_mc_AKGC417L.wav,8,207_2b4_Pr_mc_AKGC417L_cycle_8.wav,1167,11.67,479367,589617,10.87,13.37,2.5,44100,25.0,10.0,2642.13,4377.0
11077,207_2b4_Pr_mc_AKGC417L.wav,9,207_2b4_Pr_mc_AKGC417L_cycle_9.wav,1351,13.51,560511,670761,12.71,15.21,2.5,44100,25.0,10.0,2642.13,4132.67
11078,207_2b4_Pr_mc_AKGC417L.wav,10,207_2b4_Pr_mc_AKGC417L_cycle_10.wav,1474,14.74,614754,725004,13.94,16.44,2.5,44100,25.0,10.0,2642.13,4669.88
11079,207_2b4_Pr_mc_AKGC417L.wav,11,207_2b4_Pr_mc_AKGC417L_cycle_11.wav,1616,16.16,677376,787626,15.36,17.86,2.5,44100,25.0,10.0,2642.13,4895.49
11080,207_2b4_Pr_mc_AKGC417L.wav,12,207_2b4_Pr_mc_AKGC417L_cycle_12.wav,1725,17.25,725445,835695,16.45,18.95,2.5,44100,25.0,10.0,2642.13,4156.33
11081,207_2b4_Tc_mc_AKGC417L.wav,1,207_2b4_Tc_mc_AKGC417L_cycle_1.wav,430,4.3,154350,264600,3.5,6.0,2.5,44100,25.0,10.0,2315.92,4732.16
11082,207_2b4_Tc_mc_AKGC417L.wav,2,207_2b4_Tc_mc_AKGC417L_cycle_2.wav,704,7.04,275184,385434,6.24,8.74,2.5,44100,25.0,10.0,2315.92,2737.33
11083,207_2b4_Tc_mc_AKGC417L.wav,3,207_2b4_Tc_mc_AKGC417L_cycle_3.wav,814,8.14,323694,433944,7.34,9.84,2.5,44100,25.0,10.0,2315.92,4745.73
11084,207_2b4_Tc_mc_AKGC417L.wav,4,207_2b4_Tc_mc_AKGC417L_cycle_4.wav,914,9.14,367794,478044,8.34,10.84,2.5,44100,25.0,10.0,2315.92,3039.57
11085,207_2b4_Tc_mc_AKGC417L.wav,5,207_2b4_Tc_mc_AKGC417L_cycle_5.wav,1088,10.88,444528,554778,10.08,12.58,2.5,44100,25.0,10.0,2315.92,2603.14
11086,207_2b4_Tc_mc_AKGC417L.wav,6,207_2b4_Tc_mc_AKGC417L_cycle_6.wav,1210,12.1,498330,608580,11.3,13.8,2.5,44100,25.0,10.0,2315.92,4718.35
11087,207_2b4_Tc_mc_AKGC417L.wav,7,207_2b4_Tc_mc_AKGC417L_cycle_7.wav,1545,15.45,646065,756315,14.65,17.15,2.5,44100,25.0,10.0,2315.92,3670.6
11088,207_2b4_Tc_mc_AKGC417L.wav,8,207_2b4_Tc_mc_AKGC417L_cycle_8.wav,1653,16.53,693693,803943,15.73,18.23,2.5,44100,25.0,10.0,2315.92,5043.13
11089,207_3b2_Al_mc_AKGC417L.wav,1,207_3b2_Al_mc_AKGC417L_cycle_1.wav,114,1.14,14994,125244,0.34,2.84,2.5,44100,25.0,10.0,717.3,2335.23
11090,207_3b2_Al_mc_AKGC417L.wav,2,207_3b2_Al_mc_AKGC417L_cycle_2.wav,233,2.33,67473,177723,1.53,4.03,2.5,44100,25.0,10.0,717.3,1627.1
11091,207_3b2_Al_mc_AKGC417L.wav,3,207_3b2_Al_mc_AKGC417L_cycle_3.wav,344,3.44,116424,226674,2.64,5.14,2.5,44100,25.0,10.0,717.3,2007.14
11092,207_3b2_Al_mc_AKGC417L.wav,4,207_3b2_Al_mc_AKGC417L_cycle_4.wav,465,4.65,169785,280035,3.85,6.35,2.5,44100,25.0,10.0,717.3,1839.11
11093,207_3b2_Al_mc_AKGC417L.wav,5,207_3b2_Al_mc_AKGC417L_cycle_5.wav,573,5.73,217413,327663,4.93,7.43,2.5,44100,25.0,10.0,717.3,1273.04
11094,207_3b2_Al_mc_AKGC417L.wav,6,207_3b2_Al_mc_AKGC417L_cycle_6.wav,677,6.77,263277,373527,5.97,8.47,2.5,44100,25.0,10.0,717.3,3101.35
11095,207_3b2_Al_mc_AKGC417L.wav,7,207_3b2_Al_mc_AKGC417L_cycle_7.wav,818,8.18,325458,435708,7.38,9.88,2.5,44100,25.0,10.0,717.3,1235.52
11096,207_3b2_Al_mc_AKGC417L.wav,8,207_3b2_Al_mc_AKGC417L_cycle_8.wav,930,9.3,374850,485100,8.5,11.0,2.5,44100,25.0,10.0,717.3,2052.44
11097,207_3b2_Al_mc_AKGC417L.wav,9,207_3b2_Al_mc_AKGC417L_cycle_9.wav,1039,10.39,422919,533169,9.59,12.09,2.5,44100,25.0,10.0,717.3,1479.6
11098,207_3b2_Al_mc_AKGC417L.wav,10,207_3b2_Al_mc_AKGC417L_cycle_10.wav,1160,11.6,476280,586530,10.8,13.3,2.5,44100,25.0,10.0,717.3,2448.37
11099,207_3b2_Al_mc_AKGC417L.wav,11,207_3b2_Al_mc_AKGC417L_cycle_11.wav,1344,13.44,557424,667674,12.64,15.14,2.5,44100,25.0,10.0,717.3,1271.57
11100,207_3b2_Al_mc_AKGC417L.wav,12,207_3b2_Al_mc_AKGC417L_cycle_12.wav,1464,14.64,610344,720594,13.84,16.34,2.5,44100,25.0,10.0,717.3,1500.65
11101,207_3b2_Al_mc_AKGC417L.wav,13,207_3b2_Al_mc_AKGC417L_cycle_13.wav,1574,15.74,658854,769104,14.94,17.44,2.5,44100,25.0,10.0,717.3,1531.62
11102,207_3b2_Al_mc_AKGC417L.wav,14,207_3b2_Al_mc_AKGC417L_cycle_14.wav,1723,17.23,724563,834813,16.43,18.93,2.5,44100,25.0,10.0,717.3,1428.87
11103,207_3b2_Ar_mc_AKGC417L.wav,1,207_3b2_Ar_mc_AKGC417L_cycle_1.wav,178,1.78,43218,153468,0.98,3.48,2.5,44100,25.0,10.0,1439.03,3024.16
11104,207_3b2_Ar_mc_AKGC417L.wav,2,207_3b2_Ar_mc_AKGC417L_cycle_2.wav,345,3.45,116865,227115,2.65,5.15,2.5,44100,25.0,10.0,1439.03,4929.62
